reading_plan_id,day,book_id,chapter,first_verse,last_verse
2,311,43,12,,
2,311,43,13,,
2,312,43,14,,
2,312,43,15,,
2,312,43,16,,
2,312,43,17,,
2,313,43,18,,
2,313,43,19,,
2,313,43,20,,
2,313,43,21,,
2,314,44,1,,
2,314,44,2,,
2,315,44,3,,
2,315,44,4,,
2,315,44,5,,
2,316,44,6,,
2,316,44,7,,
2,316,44,8,,
2,316,44,9,,
2,317,44,10,,
2,317,44,11,,
2,317,44,12,,
2,318,44,13,,
2,318,44,14,,
2,319,59,1,,
2,319,59,2,,
2,320,59,3,,
2,320,59,4,,
2,320,59,5,,
2,321,48,1,,
2,321,48,2,,
2,321,48,3,,
2,322,48,4,,
2,322,48,5,,
2,322,48,6,,
2,323,44,15,,
2,323,44,16,,
2,323,44,17,,
2,323,44,18,1,11
2,324,52,1,,
2,324,52,2,,
2,324,52,3,,
2,324,52,4,,
2,324,52,5,,
2,325,53,1,,
2,325,53,2,,
2,325,53,3,,
2,325,44,18,12,
2,325,44,19,1,10
2,326,46,1,,
2,326,46,2,,
2,326,46,3,,
2,326,46,4,,
2,327,46,5,,
2,327,46,6,,
2,327,46,7,,
2,327,46,8,,
2,328,46,9,,
2,328,46,10,,
2,328,46,11,,
2,328,46,12,,
2,329,46,13,,
2,329,46,14,,
2,329,46,15,,
2,329,46,16,,
2,330,44,19,11,
2,330,44,20,1,1
2,330,47,1,,
2,330,47,2,,
2,330,47,3,,
2,331,47,4,,
2,331,47,5,,
2,331,47,6,,
2,332,47,7,,
2,332,47,8,,
2,332,47,9,,
2,333,47,10,,
2,333,47,11,,
2,333,47,12,,
2,333,47,13,,
2,334,44,20,2,2
2,334,47,1,,
2,334,47,2,,
2,334,47,3,,
2,334,47,4,,
2,335,47,5,,
2,335,47,6,,
2,335,47,7,,
2,335,47,8,,
2,336,47,9,,
2,336,47,10,,
2,336,47,11,,
2,337,47,12,,
2,337,47,13,,
2,337,47,14,,
2,337,47,15,,
2,337,47,16,,
2,338,44,20,3,
2,338,44,21,,
2,338,44,22,,
2,339,44,23,,
2,339,44,24,,
2,339,44,25,,
2,340,44,26,,
2,340,44,27,,
2,340,44,28,,
2,341,49,1,,
2,341,49,2,,
2,341,49,3,,
2,342,49,4,,
2,342,49,5,,
2,342,49,6,,
2,343,50,1,,
2,343,50,2,,
2,343,50,3,,
2,343,50,4,,
2,344,51,1,,
2,344,51,2,,
2,344,51,3,,
2,344,51,4,,
2,345,58,1,,
2,345,58,2,,
2,345,58,3,,
2,345,58,4,,
2,346,58,5,,
2,346,58,6,,
2,346,58,7,,
2,347,58,8,,
2,347,58,9,,
2,347,58,10,,
2,348,58,11,,
2,348,58,12,,
2,348,58,13,,
2,349,57,1,,
2,349,60,1,,
2,349,60,2,,
2,350,60,3,,
2,350,60,4,,
2,350,60,5,,
2,351,61,1,,
2,351,61,2,,
2,351,61,3,,
2,352,54,1,,
2,352,54,2,,
2,352,54,3,,
2,353,54,4,,
2,353,54,5,,
2,353,54,6,,
2,354,56,1,,
2,354,56,2,,
2,354,56,3,,
2,355,55,1,,
2,355,55,2,,
2,355,55,3,,
2,355,55,4,,
2,356,62,1,,
2,356,62,2,,
2,357,62,3,,
2,357,62,4,,
2,357,62,5,,
2,358,63,1,,
2,358,64,1,,
2,358,65,1,,
2,359,66,1,,
2,359,66,2,,
2,359,66,3,,
2,360,66,4,,
2,360,66,5,,
2,360,66,6,,
2,361,66,7,,
2,361,66,8,,
2,361,66,9,,
2,362,66,10,,
2,362,66,11,,
2,362,66,12,,
2,363,66,13,,
2,363,66,14,,
2,363,66,15,,
2,364,66,16,,
2,364,66,17,,
2,364,66,18,,
2,365,66,19,,
2,365,66,20,,
2,365,66,21,,
2,365,66,22,,
