reading_plan_id,day,book_id,chapter,first_verse,last_verse
1,301,23,27,,
1,301,23,28,,
1,301,19,118,,
1,302,53,3,,
1,302,23,29,,
1,302,23,30,,
1,302,19,119,1,32
1,303,54,1,,
1,303,23,31,,
1,303,23,32,,
1,303,23,33,,
1,303,19,119,33,64
1,304,54,2,,
1,304,23,34,,
1,304,23,35,,
1,304,19,119,65,96
1,305,54,3,,
1,305,23,36,,
1,305,23,37,,
1,305,19,119,97,120
1,306,54,4,,
1,306,23,38,,
1,306,23,39,,
1,306,19,119,121,144
1,307,54,5,1,20
1,307,24,1,,
1,307,24,2,,
1,307,19,119,145,176
1,308,54,5,21,25
1,308,54,6,,
1,308,24,3,,
1,308,24,4,,
1,308,19,120,,
1,309,55,1,,
1,309,24,5,,
1,309,24,6,,
1,309,19,121,,
1,310,55,2,,
1,310,24,7,,
1,310,24,8,,
1,310,19,122,,
1,311,55,3,,
1,311,24,9,,
1,311,24,10,,
1,311,19,123,,
1,312,55,4,,
1,312,24,11,,
1,312,24,12,,
1,312,19,124,,
1,313,56,1,,
1,313,24,13,,
1,313,24,14,,
1,313,19,125,,
1,314,56,2,,
1,314,24,15,,
1,314,24,16,,
1,314,19,126,,
1,315,56,3,,
1,315,24,17,,
1,315,24,18,,
1,315,19,127,,
1,316,57,1,,
1,316,24,19,,
1,316,24,20,,
1,316,19,128,,
1,317,59,1,,
1,317,24,21,,
1,317,24,22,,
1,317,19,129,,
1,318,59,2,,
1,318,24,23,,
1,318,24,24,,
1,318,19,130,,
1,319,59,3,,
1,319,24,25,,
1,319,24,26,,
1,319,19,131,,
1,320,59,4,,
1,320,24,27,,
1,320,24,28,,
1,320,19,132,,
1,321,59,5,,
1,321,24,29,,
1,321,24,30,,
1,321,19,133,,
1,322,60,1,,
1,322,24,31,,
1,322,24,32,,
1,322,19,134,,
1,323,60,2,,
1,323,24,33,,
1,323,24,34,,
1,323,19,135,,
1,324,60,3,,
1,324,24,35,,
1,324,24,36,,
1,324,19,136,,
1,325,60,4,,
1,325,24,37,,
1,325,24,38,,
1,325,19,137,,
1,326,60,5,,
1,326,24,39,,
1,326,24,40,,
1,326,19,138,,
1,327,61,1,,
1,327,24,41,,
1,327,24,42,,
1,327,19,139,,
1,328,61,2,,
1,328,24,43,,
1,328,24,44,,
1,328,19,140,,
1,329,61,3,,
1,329,24,45,,
1,329,24,46,,
1,329,19,141,,
1,330,48,1,,
1,330,24,47,,
1,330,24,48,,
1,330,19,142,,
1,331,48,2,,
1,331,24,49,,
1,331,24,50,,
1,331,19,143,,
1,332,48,3,1,20
1,332,24,51,,
1,332,24,52,,
1,332,19,144,,
1,333,48,3,21,29
1,333,48,4,1,20
1,333,25,1,,
1,333,25,2,,
1,333,19,145,,
1,334,48,4,21,31
1,334,25,3,,
1,334,25,4,,
1,334,19,146,,
1,335,48,5,,
1,335,25,5,,
1,335,19,147,,
1,336,48,5,16,26
1,336,26,1,,
1,336,19,148,,
1,337,48,6,,
1,337,26,2,,
1,337,26,3,,
1,337,19,149,,
1,338,49,1,,
1,338,26,4,,
1,338,26,5,,
1,338,19,150,,
1,339,49,2,,
1,339,26,6,,
1,339,26,7,,
1,339,23,40,,
1,340,49,3,,
1,340,26,8,,
1,340,26,9,,
1,340,23,41,,
1,341,49,4,1,16
1,341,26,10,,
1,341,26,11,,
